G_NUMBER	NAME_ALT2	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	PE_SE	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	STATUS_MAPPING_V1	PATH_MAPPING_OUTPUT_V2	STATUS_MAPPING_V2	ANNEX_FILES	BIOPROJECT	SAMPLE_ACCESSION	RUN_ACCESSION	LINK_SRA	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	CONTACT_PERSON	COMMENTS	isolation_date	FQ.IN	NUMBER.READS	READ.TYPE	LNG	COVERAGE.MEAN	COVERAGE.SD	PERCENTAGE.NOT.COVERED	PERCENTAGE.LESS.5	NUMBER.ALL.VARIANTS	HOMO.SNPS	HET.SNPs	HOMO_HET.RATIO	NUMBER.INDELS	MAPPING.PERCENTAGE	DROPPED.TRIMMOMATIC	MEAN.READ.LENGHT	INSERT.SIZE.MEAN	PERCENTAGE.MTB	PERCENTAGE.NTMS	PERCENTAGE.UNCLASSIFIED	MERGING.OVERLAPPING.READS	LINAGE	LINEAGE_PROC	SUBLINEAGE	DR_STRINGENT_OUT	DR_EXTENDED_OUT	CM_OUT	KDV_OUT	PDM_OUT
G701372	ECF-12-N104	G701372	SAMEA14460022	ERX9333480	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786204_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786204_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460022	ERR9786204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786204/ERR9786204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786204/ERR9786204_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	26-03-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786204_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786204_2.fastq.gz	1239030	PE	NA	72	22	0.01	0.02	3034	807	84	0.1	1248	98.94%	0.06%	258	607	99.87	0.03	0.07	43.59%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	22
G701373	ECF-12-N111	G701373	SAMEA14460023	ERX9333481	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786205_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786205_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460023	ERR9786205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786205/ERR9786205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786205/ERR9786205_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	31-05-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786205_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786205_2.fastq.gz	635769	PE	NA	36	11	0.008	0.017	1078	837	63	0.08	76	99.00%	0.25%	253	786	99.5	0.06	0.23	45.21%	L4 (3/3)	L4	L4.7	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701374	ECF-12-P103	G701374	SAMEA14460024	ERX9333482	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786206_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786206_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460024	ERR9786206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786206/ERR9786206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786206/ERR9786206_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	12-01-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786206_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786206_2.fastq.gz	1133996	PE	NA	72	20	0.008	0.015	3275	842	83	0.1	1416	99.05%	0.07%	258	625	99.89	0.03	0.07	32.08%	L4 (3/3)	L4	L4.8	Susceptible|Susceptible	MDR|MDR	0	0	12
G701375	ECF-12-P105	G701375	SAMEA14460025	ERX9333483	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786207_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786207_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460025	ERR9786207	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786207/ERR9786207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786207/ERR9786207_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-01-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786207_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786207_2.fastq.gz	649722	PE	NA	38	10	0.004	0.011	1121	846	86	0.1	105	99.13%	0.22%	253	805	99.7	0.08	0.13	46.14%	L4 (3/3)	L4	L4.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701376	ECF-12-P107	G701376	SAMEA14460026	ERX9333484	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786208_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786208_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460026	ERR9786208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786208/ERR9786208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786208/ERR9786208_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	24-01-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786208_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786208_2.fastq.gz	639281	PE	NA	40	13	0.007	0.017	1104	864	40	0.05	112	99.23%	0.34%	253	696	99.79	0.05	0.08	32.44%	L4 (3/3)	L4	L4.8	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701377	ECF-12-P116	G701377	SAMEA14460027	ERX9333485	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786209_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786209_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460027	ERR9786209	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786209/ERR9786209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786209/ERR9786209_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	02-03-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786209_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786209_2.fastq.gz	1480293	PE	NA	78	22	0.018	0.027	2362	863	71	0.08	772	98.98%	0.08%	258	569	99.9	0.03	0.06	55.15%	L4 (3/3)	L4	L4.6.2.2	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	6
G701378	ECF-12-P119	G701378	SAMEA14460028	ERX9333486	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786210_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786210_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460028	ERR9786210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786210/ERR9786210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786210/ERR9786210_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	04-05-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786210_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786210_2.fastq.gz	394868	PE	NA	25	9	0.017	0.032	1147	848	119	0.14	102	99.17%	0.34%	253	792	99.68	0.06	0.15	35.90%	L4 (3/3)	L4	L4.3.4.1	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	1
G701379	ECF-12-P120	G701379	SAMEA14460029	ERX9333487	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786211_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786211_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460029	ERR9786211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786211/ERR9786211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786211/ERR9786211_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-05-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786211_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786211_2.fastq.gz	1059160	PE	NA	75	25	0.008	0.015	1354	842	31	0.04	265	99.37%	0.26%	253	706	99.82	0.05	0.07	26.35%	L4 (3/3)	L4	L4.8	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	5
G701380	ECF-12-P125	G701380	SAMEA14460030	ERX9333488	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786212_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786212_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460030	ERR9786212	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786212/ERR9786212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786212/ERR9786212_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-06-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786212_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786212_2.fastq.gz	784701	PE	NA	66	22	0.014	0.021	1415	864	54	0.06	192	99.59%	0.02%	253	728	99.85	0.04	0.1	10.53%	L4 (3/3)	L4	L4.3.4.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701381	ECF-12-P131	G701381	SAMEA14460031	ERX9333489	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786213_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786213_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460031	ERR9786213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786213/ERR9786213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786213/ERR9786213_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	12-07-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786213_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786213_2.fastq.gz	1000008	PE	NA	60	17	0.012	0.017	1107	862	43	0.05	130	98.75%	0.27%	253	819	99.34	0.07	0.27	41.57%	L4 (3/3)	L4	L4.6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G701382	ECF-12-P133	G701382	SAMEA14460032	ERX9333490	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786214_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786214_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460032	ERR9786214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786214/ERR9786214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786214/ERR9786214_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	31-07-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786214_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786214_2.fastq.gz	343382	PE	NA	22	7	0.011	0.029	1080	841	111	0.13	92	98.82%	0.35%	253	793	99.37	0.04	0.28	37.38%	L4 (3/3)	L4	L4.3.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701383	ECF-12-P135	G701383	SAMEA14460033	ERX9333491	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786215_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786215_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460033	ERR9786215	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786215/ERR9786215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9786215/ERR9786215_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	13-08-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786215_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786215_2.fastq.gz	566978	PE	NA	37	10	0.005	0.011	1138	826	81	0.1	99	99.21%	0.20%	253	685	99.85	0.06	0.06	42.75%	L4 (3/3)	L4	L4.1.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701384	ECF-12-P141	G701384	SAMEA14460034	ERX9333492	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786216_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786216_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460034	ERR9786216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786216/ERR9786216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9786216/ERR9786216_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	14-09-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786216_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786216_2.fastq.gz	1517826	PE	NA	97	30	0.005	0.009	1620	825	60	0.07	200	99.15%	0.18%	253	634	99.87	0.06	0.06	41.05%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701385	ECF-12-P143	G701385	SAMEA14460035	ERX9333493	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786217_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786217_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460035	ERR9786217	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786217/ERR9786217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9786217/ERR9786217_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	02-10-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786217_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786217_2.fastq.gz	873525	PE	NA	57	17	0.005	0.011	1361	839	87	0.1	129	99.23%	0.20%	253	658	99.83	0.07	0.07	42.48%	L4 (3/3)	L4	L4.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701386	ECF-12-P144	G701386	SAMEA14460036	ERX9333494	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786218_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786218_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460036	ERR9786218	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786218/ERR9786218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9786218/ERR9786218_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	02-10-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786218_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786218_2.fastq.gz	723556	PE	NA	49	13	0.006	0.012	985	844	34	0.04	62	99.35%	0.23%	253	688	99.85	0.06	0.06	38.71%	L4 (3/3)	L4	L4.8	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701387	ECF-12-P145	G701387	SAMEA14460037	ERX9333495	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786219_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786219_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460037	ERR9786219	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786219/ERR9786219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9786219/ERR9786219_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	04-10-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786219_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786219_2.fastq.gz	472386	PE	NA	39	14	0.011	0.02	1266	827	129	0.16	156	99.29%	0.02%	253	710	99.81	0.03	0.14	13.33%	L4 (3/3)	L4	L4.1.2.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701388	ECF-12-P148	G701388	SAMEA14460038	ERX9333496	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786220_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786220_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460038	ERR9786220	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786220/ERR9786220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9786220/ERR9786220_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	18-10-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786220_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786220_2.fastq.gz	2095955	PE	NA	119	32	0.006	0.008	1980	857	70	0.08	274	99.32%	0.09%	253	602	99.88	0.07	0.04	54.73%	L4 (3/3)	L4	L4.3.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	2
G701389	ECF-12-P149	G701389	SAMEA14460039	ERX9333497	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786221_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786221_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460039	ERR9786221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786221/ERR9786221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9786221/ERR9786221_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-11-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786221_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786221_2.fastq.gz	462761	PE	NA	38	14	0.006	0.015	1477	841	172	0.2	180	99.20%	0.02%	253	742	99.82	0.06	0.1	10.23%	L4 (3/3)	L4	L4.3.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701390	ECF-12-P151	G701390	SAMEA14460040	ERX9333498	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786222_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786222_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460040	ERR9786222	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786222/ERR9786222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9786222/ERR9786222_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	08-11-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786222_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786222_2.fastq.gz	482601	PE	NA	40	14	0.006	0.014	1383	851	124	0.15	181	99.34%	0.02%	253	733	99.84	0.04	0.1	13.01%	L4 (3/3)	L4	L4.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701391	ECF-12-P159	G701391	SAMEA14460041	ERX9333499	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786223_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786223_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460041	ERR9786223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786223/ERR9786223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9786223/ERR9786223_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	06-12-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786223_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786223_2.fastq.gz	625409	PE	NA	39	13	0.006	0.017	1160	849	101	0.12	135	99.01%	0.31%	253	730	99.76	0.07	0.11	33.96%	L4 (3/3)	L4	L4.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G701392	ECF-12-P162	G701392	SAMEA14460042	ERX9333500	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786224_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786224_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460042	ERR9786224	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786224/ERR9786224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9786224/ERR9786224_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	27-12-2012	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786224_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9786224_2.fastq.gz	443642	PE	NA	30	11	0.012	0.019	1180	833	118	0.14	107	99.43%	0.09%	253	682	99.84	0.08	0.04	42.23%	L4 (3/3)	L4	L4.6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
